_ - name,_ - _line,_ - retrieved_at,_ - company_number,cp_number_wikidata,_ - current_status,_ - jurisdiction_code,_ - registered_address,street,postal_code,city,_ - all_attributes - registrar,_ - all_attributes - _registerArt,_ - all_attributes - federal_state,_ - all_attributes - _registerNummer,_ - all_attributes - native_company_number,_ - all_attributes - registered_office,_ - all_attributes - former_registrar,_ - all_attributes - _registerNummerSuffix,_ - all_attributes - additional_data - AD,_ - all_attributes - additional_data - CD,_ - all_attributes - additional_data - DK,_ - all_attributes - additional_data - HD,_ - all_attributes - additional_data - SI,_ - all_attributes - additional_data - UT,_ - all_attributes - additional_data - VÖ,_ - all_attributes - additional_data - ,_ - all_attributes - additional_data - Note:,_ - officers - _ - name,_ - officers - _ - type,_ - officers - _ - position,_ - officers - _ - start_date,_ - officers - _ - end_date,_ - officers - _ - other_attributes - firstname,_ - officers - _ - other_attributes - lastname,_ - officers - _ - other_attributes - city,_ - officers - _ - other_attributes - dismissed,_ - officers - _ - other_attributes - flag,_ - officers - _ - other_attributes - reference_no,_ - officers - _ - other_attributes - title,_ - officers - _ - other_attributes - maidenname,_ - previous_names - _ - company_name,_ - subsequent_registrations - _ - data_type,_ - subsequent_registrations - _ - confidence,_ - subsequent_registrations - _ - source_url,_ - subsequent_registrations - _ - start_date,_ - subsequent_registrations - _ - retrieved_at,_ - subsequent_registrations - _ - start_date_type,_ - subsequent_registrations - _ - publication_date,_ - subsequent_registrations - _ - subsequent_registration_start_date,_ - subsequent_registrations - _ - previous_entity - entity_type,_ - subsequent_registrations - _ - previous_entity - entity_properties - company_number,_ - subsequent_registrations - _ - previous_entity - entity_properties - jurisdiction_code,_ - subsequent_registrations - _ - subsequent_entity - entity_type,_ - subsequent_registrations - _ - subsequent_entity - entity_properties - company_number,_ - subsequent_registrations - _ - subsequent_entity - entity_properties - jurisdiction_code,_ - alternate_registrations - _ - data_type,_ - alternate_registrations - _ - confidence,_ - alternate_registrations - _ - source_url,_ - alternate_registrations - _ - start_date,_ - alternate_registrations - _ - sample_date,_ - alternate_registrations - _ - retrieved_at,_ - alternate_registrations - _ - start_date_type,_ - alternate_registrations - _ - alternate_entities - _ - entity_type,_ - alternate_registrations - _ - alternate_entities - _ - entity_properties - company_number,_ - alternate_registrations - _ - alternate_entities - _ - entity_properties - jurisdiction_code
SAT Stahlbau und Anlagentechnik Verwaltungs GmbH,2515114,2018-06-23T05:42:49Z,N1308V_HRB4137,de/N1308V_HRB4137,removed,de,Werkstr.,Werkstr.,,,Schwerin,HRB,Mecklenburg-Western Pomerania,4137,Schwerin HRB 4137,Schwerin,,,false,true,true,true,false,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schroer Dach Inh. Helmuth Schroer,2515120,2018-06-23T05:42:49Z,R2713_HRA4137,de/R2713_HRA4137,currently registered,de,Fuggerstr.,Fuggerstr.,,,Münster,HRA,North Rhine-Westphalia,4137,Münster HRA 4137,Münster,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sportino e.K.,2515133,2018-06-23T05:42:49Z,D4401V_HRA4137,de/D4401V_HRA4137,currently registered,de,Neustadter Str.,Neustadter Str.,,,Coburg,HRA,Bavaria,4137,Coburg HRA 4137,Coburg,,,true,true,true,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIB Industrie-Bedarf Handelsgesellschaft mit beschränkter Haftung,2515157,2018-06-23T05:42:49Z,R1901_HRB4137,de/R1901_HRB4137,currently registered,de,Hammer Str.,Hammer Str.,,,Arnsberg,HRB,North Rhine-Westphalia,4137,Arnsberg HRB 4137,Werl,,,true,true,true,true,true,true,true,,,Rüdiger Gillhaus,person,Geschäftsführer,,2007-10-12,Rüdiger,Gillhaus,Lippetal,true,,,kaufmännischer Angestellter,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kai Twittenhoff,person,Geschäftsführer,2007-10-12,,Kai,Twittenhoff,Welver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miriam Twittenhoff,person,Geschäftsführer,2010-09-17,,Miriam,Twittenhoff,Werl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""PRODA"" Projektmanagement und Datenverarbeitungssysteme GmbH",2515168,2018-06-23T05:44:06Z,P2613_HRB4138,de/P2613_HRB4138,currently registered,de,Breite Str.,Breite Str.,,,Tostedt,HRB,Lower Saxony,4138,Tostedt HRB 4138,Buchholz,,,true,true,true,true,false,true,true,,,Heinrich Johann Barklage,person,Geschäftsführer,,2011-12-12,Heinrich Johann,Barklage,Lohne-Märschendorf,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Kersten,person,Geschäftsführer,2012-02-29,,Jan,Kersten,Schwülper,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apotheke Brüssermann am Lutherplatz Apotheker Georg Brüssermann e.K.,2515174,2018-06-23T05:44:06Z,R1202_HRA4138,de/R1202_HRA4138,currently registered,de,Mülheimer Str.,Mülheimer Str.,,,Duisburg,HRA,North Rhine-Westphalia,4138,Duisburg HRA 4138,Duisburg,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HANSA-BAD, Inh. Johannes-Dieter Vogel e.K.",2515241,2018-06-23T05:44:06Z,H1101_H1102_HRA4138,de/H1101_H1102_HRA4138,currently registered,de,Bürgermeister-Smidt-Str.,Bürgermeister-Smidt-Str.,,,Bremen,HRA,Bremen,4138,Bremen früher Bremerhaven HRA 4138,Bremerhaven,Bremerhaven,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franz Saxberger e. K.,2515421,2018-06-23T05:45:21Z,D2910V_HRA4139,de/D2910V_HRA4139,removed,de,Tittmoninger Str.,Tittmoninger Str.,,,Traunstein,HRA,Bavaria,4139,Traunstein HRA 4139,Trostberg,,,false,true,true,true,false,true,true,,,,,,,,,,,,,,,,Franz Saxberger,,,,,,,,,,,,,,,,,,,,,,,,
G + Z Trockenbau GmbH,2515427,2018-06-23T05:45:21Z,R2507_HRB4139,de/R2507_HRB4139,removed,de,Bülser Str.,Bülser Str.,,,Gelsenkirchen,HRB,North Rhine-Westphalia,4139,Gelsenkirchen HRB 4139,Gladbeck,,,false,true,true,true,false,true,true,,,Helmut Günther,person,Liquidator,2009-09-14,,Helmut,Günther,Gladbeck,,sole representation,,,,G + Z Innenausbau GmbH,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heribert Zweiger,person,Liquidator,2009-09-14,,Heribert,Zweiger,Herten,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hartmann GmbH,2515441,2018-06-23T05:45:21Z,R1608_HRB4139,de/R1608_HRB4139,currently registered,de,Viehhofstr.,Viehhofstr.,,,Wuppertal,HRB,North Rhine-Westphalia,4139,Wuppertal HRB 4139,Wuppertal,,,true,true,true,true,true,true,true,,,Roland Rehmes,person,Geschäftsführer,,2009-12-28,Roland,Rehmes,Haan,true,,,,,Hartmann Kopiergeräte Handelsgesellschaft mit beschränkter Haftung,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roland Rehmes,person,Geschäftsführer,2009-03-12,,Roland,Rehmes,Haan,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC Treuhand GmbH & Co. KG,2515444,2018-06-23T05:45:21Z,D4301V_HRA4139,de/D4301V_HRA4139,currently registered,de,Prieserstr.,Prieserstr.,,,Bayreuth,HRA,Bavaria,4139,Bayreuth HRA 4139,Bayreuth,,,true,true,true,false,true,true,true,,,"CURA-Immoservice GmbH, Bayreuth (Amtsgericht Bayreuth HRB 3306), mit der Befugnis - auch für die jeweiligen Geschäftsführer -, im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen.",company,Persönlich haftender Gesellschafter,2015-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAK Mobile Alten- & Krankenpflege GmbH & Co. KG,2515473,2018-06-23T05:45:21Z,R2507_HRA4139,de/R2507_HRA4139,currently registered,de,Köhler Str.,Köhler Str.,,,Gelsenkirchen,HRA,North Rhine-Westphalia,4139,Gelsenkirchen HRA 4139,Dorsten,,,true,true,true,false,true,true,true,,,"MAK Verwaltungs GmbH, Dorsten (Gelsenkirchen HRB 8882), mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen.",company,Persönlich haftender Gesellschafter,2007-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menke & Kulenkampff Beteiligungsgesellschaft mit beschränkter Haftung,2515476,2018-06-23T05:45:21Z,H1101_H1101_HRB4139,de/H1101_H1101_HRB4139,currently registered,de,"c/o Schütte, Richter & Partner mbB, Contrescarpe 47/48, 28195 Bremen.",c/o Schütte,Richter,"& Partner mbB, Contrescarpe 47/48, 28195 Bremen.",Bremen,HRB,Bremen,4139,Bremen früher Bremen HRB 4139,Bremen,Bremen,,true,true,true,true,true,true,true,,,Fred A Furmans,person,Geschäftsführer,,2015-10-20,Fred A,Furmans,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petra Furmans,person,Geschäftsführer,2015-11-10,,Petra,Furmans,Bad Homburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SES Stadtentwicklungsgesellschaft Dresden/Sachsen mbH,2515512,2018-06-23T05:45:21Z,U1104_HRB4139,de/U1104_HRB4139,currently registered,de,Reisstr.,Reisstr.,,,Dresden,HRB,Saxony,4139,Dresden HRB 4139,Dresden,,,true,true,true,true,true,true,true,,,Siegfried Ballschuh,person,Geschäftsführer,,2008-09-22,Siegfried,Ballschuh,Dresden,true,,,Ingenieur,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Ballschuh,person,Geschäftsführer,2012-05-08,,Michael,Ballschuh,Dresden,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Ballschuh,person,Geschäftsführer,2008-09-22,,Michael,Ballschuh,Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUJA Beteiligungstreuhand GmbH,2515527,2018-06-23T05:45:21Z,D5701V_HRB4139,de/D5701V_HRB4139,removed,de,"c/o Lauscher Schürmann, Kardinal-von-Galen-Str.",c/o Lauscher Schürmann,Kardinal-von-Galen-Str.,,Ingolstadt,HRB,Bavaria,4139,Ingolstadt HRB 4139,Ingolstadt,,,false,true,true,false,false,true,true,,,Franz Kleber,person,Prokurist,,2009-07-02,Franz,Kleber,München,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Bäumer,person,Geschäftsführer,,2010-09-10,Thomas,Bäumer,Senden,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Wenners,person,Liquidator,2010-09-10,,Albert,Wenners,Münster (Westf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franz Kleber,person,Prokurist,2007-01-05,,Franz,Kleber,Ingolstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Jackwerth,person,Geschäftsführer,2006-07-31,,Peter,Jackwerth,Ingolstadt,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Bäumer,person,Geschäftsführer,2006-08-14,,Thomas,Bäumer,Senden,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARIO - Jalousien Vertriebs-GmbH,2515529,2019-01-31T01:18:36Z,D4102V_HRB4139,de/D4102V_HRB4139,currently registered,de,Ringstr.,Ringstr.,,,Aschaffenburg,HRB,Bavaria,4139,Aschaffenburg HRB 4139,Bessenbach,,,true,true,true,true,true,true,false,,,Günter Hussy,person,Geschäftsführer,2019-01-14,,Günter,Hussy,Bessenbach,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.S.W. Ingenieurbüro Gesellschaft für Energie und Umwelt mbH,2515610,2018-06-23T05:46:44Z,N1206V_HRB4140,de/N1206V_HRB4140,currently registered,de,Gerhart-Hauptmann-Str.,Gerhart-Hauptmann-Str.,,,Rostock,HRB,Mecklenburg-Western Pomerania,4140,Rostock HRB 4140,Rostock,,,true,true,true,true,true,true,true,,,Jürgen Hanschke,person,Geschäftsführer,,2009-11-05,Jürgen,Hanschke,Admannshagen-Bargeshagen,true,,,,,H.S.W. Ingenieurbüro für Angewandte und Umweltgeologie GmbH,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Hanschke,person,Geschäftsführer,,2011-02-24,Thomas,Hanschke,Rostock,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens-Uwe Kühl,person,Geschäftsführer,2010-11-18,,Jens-Uwe,Kühl,Rostock,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens-Uwe Kühl,person,Geschäftsführer,2011-06-08,,Jens-Uwe,Kühl,Rostock,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Steinig,person,Prokurist,2016-02-01,,Peter,Steinig,Rostock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLiQ Services GmbH & Co. KG,2515672,2018-06-23T05:46:44Z,M1406_HRA4140,de/M1406_HRA4140,removed,de,Nelkenstr.,Nelkenstr.,,,Gießen,HRA,Hesse,4140,Gießen HRA 4140,Buseck,,,false,true,true,false,false,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protte Gesellschaft mit beschränkter Haftung & Co. Kommanditgesellschaft,2515676,2018-06-23T05:46:44Z,R2809_HRA4140,de/R2809_HRA4140,removed,de,Rietberger Str.,Rietberger Str.,,,Paderborn,HRA,North Rhine-Westphalia,4140,Paderborn HRA 4140,Delbrück,,,false,true,true,true,false,true,true,,,Bernhard Protte,person,Liquidator,2010-01-07,,Bernhard,Protte,Delbrück,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bräunungsstudio "" Die Sommersprosse "" GmbH",2515763,2018-06-23T05:48:03Z,D3304V_HRB4141,de/D3304V_HRB4141,removed,de,"Rebenweg 7, c/o Brigitte Kühnlein, 90587 Obermichelbach.",Rebenweg 7,c/o,"Brigitte Kühnlein, 90587 Obermichelbach.",Fürth,HRB,Bavaria,4141,Fürth HRB 4141,Fürth,,,false,true,true,true,false,true,true,,,Thomas Kühnlein,person,Geschäftsführer,,2006-10-26,Thomas,Kühnlein,Obermichelbach,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander : Kühnlein,person,Liquidator,2009-07-31,,Alexander,: Kühnlein,Wiesbaden,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Kühnlein,person,Geschäftsführer,2006-10-26,,Alexander,Kühnlein,Wiesbaden,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elektro Kiel GmbH & Co.KG,2515784,2018-06-23T05:48:03Z,D4102V_HRA4141,de/D4102V_HRA4141,removed,de,Reuboldstr.,Reuboldstr.,,,Aschaffenburg,HRA,Bavaria,4141,Aschaffenburg HRA 4141,Weilbach,,,false,true,true,false,false,true,true,,,Michael Kiel,person,Liquidator,2010-03-17,,Michael,Kiel,Schneeberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schreinerei Stahlmann GmbH,2515889,2019-01-31T01:22:36Z,D4301V_HRB4141,de/D4301V_HRB4141,currently registered,de,Gottlieb-Keim-Str.,Gottlieb-Keim-Str.,,,Bayreuth,HRB,Bavaria,4141,Bayreuth HRB 4141,Bayreuth,,,true,true,true,false,true,true,false,,,Horst Prechtl,person,Geschäftsführer,,2010-03-10,Horst,Prechtl,Waldershof,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helmuth Mai,person,Prokurist,,2019-01-17,Helmuth,Mai,Bayreuth,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helmuth Mai,person,Geschäftsführer,2019-01-17,,Helmuth,Mai,Bayreuth,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helmuth Mai,person,Prokurist,2017-12-19,,Helmuth,Mai,Bayreuth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Horst Prechtl,person,Geschäftsführer,2005-06-14,,Horst,Prechtl,Waldershof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolfgang Stahlmann,person,Geschäftsführer,2005-07-14,,Wolfgang,Stahlmann,Bayreuth,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BITFAST GmbH,2515939,2018-06-23T05:49:26Z,D4401V_HRB4142,de/D4401V_HRB4142,currently registered,de,c/o Höfer & Höfer Wirtschaftsprüfer Steuerberater,c/o Höfer & Höfer Wirtschaftsprüfer Steuerberater,,,Coburg,HRB,Bavaria,4142,Coburg HRB 4142,Coburg,,,true,true,true,false,true,true,true,,,Andrea Bittner,person,Geschäftsführer,2006-07-04,,Andrea,Bittner,Niederfüllbach,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andreas Bittner,person,Geschäftsführer,2006-07-04,,Andreas,Bittner,Niederfüllbach,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conrad Beteiligungs- und Verwaltungsgesellschaft mbH,2515953,2018-06-23T05:49:26Z,H1101_H1101_HRB4142,de/H1101_H1101_HRB4142,currently registered,de,Kap-Horn-Str.,Kap-Horn-Str.,,,Bremen,HRB,Bremen,4142,Bremen früher Bremen HRB 4142,Bremen,Bremen,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neue-Mothes Apotheke e.K.,2516043,2018-06-23T05:49:26Z,W1215_HRA4142,de/W1215_HRA4142,currently registered,de,Pothofstr.,Pothofstr.,,,Stendal,HRA,Saxony-Anhalt,4142,Stendal HRA 4142,Seeland,,,true,true,true,false,true,true,true,,,Steffen Beyer,person,Inhaber,2016-07-05,,Steffen,Beyer,Stadt Oberharz am Brocken/OT Elbingerode,,,,,,Neue Mothes Apotheke e. K.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Doctor Jurkschat,person,Inhaber,2013-10-08,,Thomas,Doctor Jurkschat,Halberstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Doctor Jurkschat,person,Inhaber,2016-07-05,,Thomas,Doctor Jurkschat,Halberstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RegioBus Gütersloh GmbH,2516056,2018-06-23T05:49:26Z,R2103_HRB4142,de/R2103_HRB4142,removed,de,Zeisigstr.,Zeisigstr.,,,Gütersloh,HRB,North Rhine-Westphalia,4142,Gütersloh HRB 4142,Gütersloh,,,false,true,false,true,false,true,true,,,Werner Doctor Winkens,person,Geschäftsführer,,2005-10-12,Werner,Doctor Winkens,Aachen,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Gebhard Kienzler,person,Geschäftsführer,,2006-12-29,Manfred Gebhard,Kienzler,Frankfurt am Main,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Gebhard Kienzler,person,Geschäftsführer,2005-10-12,,Manfred Gebhard,Kienzler,Frankfurt am Main,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Werner Doctor Winkens,person,Geschäftsführer,2006-12-29,,Werner,Doctor Winkens,Aachen,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EPOC GmbH Enterprise, Planning and Organisation Consulting",2516157,2018-06-23T05:50:49Z,D3201V_HRB4143,de/D3201V_HRB4143,removed,de,Jüdtstr.,Jüdtstr.,,,Ansbach,HRB,Bavaria,4143,Ansbach HRB 4143,Ansbach,,,false,true,true,false,false,true,true,,,Stefan Hofmeister,person,Geschäftsführer,,2010-05-19,Stefan,Hofmeister,Bürstadt,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefan Hofmeister,person,Geschäftsführer,2006-06-01,,Stefan,Hofmeister,Bürstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Udo : Stützer,person,Liquidator,2010-05-19,,Udo,: Stützer,Ansbach,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hofer Symphoniker gGmbH,2516194,2018-06-23T05:50:49Z,D4501V_HRB4143,de/D4501V_HRB4143,currently registered,de,Klosterstr.,Klosterstr.,,,Hof,HRB,Bavaria,4143,Hof HRB 4143,Hof,,,true,true,true,false,true,true,true,,,Wilfried Anton,person,Geschäftsführer,,2009-01-05,Wilfried,Anton,Hof,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingrid Schrader,person,Geschäftsführer,2009-01-05,,Ingrid,Schrader,Hof,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilfried Anton,person,Geschäftsführer,2006-12-21,,Wilfried,Anton,Hof,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korn & Schwenk UG (haftungsbeschränkt) & Co. KG,2516214,2018-06-23T05:50:49Z,D4301V_HRA4143,de/D4301V_HRA4143,currently registered,de,Albert-Ruckdeschel-Str.,Albert-Ruckdeschel-Str.,,,Bayreuth,HRA,Bavaria,4143,Bayreuth HRA 4143,Kulmbach,,,true,true,true,false,true,true,true,,,"Korn & Schwenk Verwaltungs UG (haftungsbeschränkt), Kulmbach (Amtsgericht Bayreuth HRB 6158), einzelvertretungsberechtigt",company,Persönlich haftender Gesellschafter,2015-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omnibus Zwicker GmbH,2516244,2018-06-23T05:50:49Z,D3508V_HRB4143,de/D3508V_HRB4143,currently registered,de,Pressather Str.,Pressather Str.,,,Weiden i. d. OPf.,HRB,Bavaria,4143,Weiden i. d. OPf. HRB 4143,Eschenbach,,,true,true,true,false,true,true,true,,,Maria Michaela geborene Veigl Zwicker,person,Geschäftsführer,2013-01-08,,Maria Michaela geborene Veigl,Zwicker,Trabitz,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rainer Uwe Erwin Zwicker,person,Geschäftsführer,2014-06-11,,Rainer Uwe Erwin,Zwicker,Trabitz,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VTB Verwaltungs, Treuhand und Beratungsgesellschaft m.b.H.",2516287,2018-06-23T05:50:49Z,R2503_HRB4143,de/R2503_HRB4143,currently registered,de,Kortumstr.,Kortumstr.,,,Essen,HRB,North Rhine-Westphalia,4143,Essen HRB 4143,Essen,,,true,true,true,true,true,true,true,,,Francois Ostwald,person,Geschäftsführer,,2010-11-03,Francois,Ostwald,Essen,true,,,Betriebswirt,,VTG Verwaltungs- und Treuhandgesellschaft m.b.H.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Ostwald,person,Geschäftsführer,,2017-12-01,Michael,Ostwald,Essen,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefan Mohr,person,Geschäftsführer,2017-12-01,,Stefan,Mohr,Mülheim an der Ruhr,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefan Mohr,person,Liquidator,2018-02-16,,Stefan,Mohr,Mülheim an der Ruhr,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autohaus Roschk GmbH & Co. KG,2516316,2018-06-23T05:52:05Z,U1104_HRA4144,de/U1104_HRA4144,currently registered,de,Nimschützer Str.,Nimschützer Str.,,,Dresden,HRA,Saxony,4144,Dresden HRA 4144,Bautzen,,,true,true,true,true,true,true,true,,,Gerhard Roschk,person,Persönlich haftender Gesellschafter,,2005-04-05,Gerhard,Roschk,Bautzen OT Niederkaina,true,,,,,Autohaus Roschk KG Suzuki-Vertragshändler,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Autohaus Roschk Verwaltungs GmbH, Bautzen (Dresden HRB 23265).",company,Persönlich haftender Gesellschafter,2005-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detta-Kosmetik e.K.,2516338,2018-06-23T05:52:05Z,D3310V_HRA4144,de/D3310V_HRA4144,currently registered,de,Kaiserstr.,Kaiserstr.,,,Nürnberg,HRA,Bavaria,4144,Nürnberg HRA 4144,Nürnberg,,,true,true,true,true,true,true,true,,,Margit geborene Zeitler Bezold,person,Inhaber,,2012-07-18,Margit geborene Zeitler,Bezold,Nürnberg,true,,,Kosmetikerin,,Detta Kosmetik Susanne Dettling K. G.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Britta Balmberger,person,Inhaber,2012-07-18,,Britta,Balmberger,Burgthann,,,,,,Detta Kosmetik Susanne Dettling,,,,,,,,,,,,,,,,,,,,,,,,
