_ - name,_ - _line,_ - retrieved_at,_ - company_number,cp_number_wikidata,_ - current_status,_ - jurisdiction_code,_ - registered_address,street,postal_code,city,_ - all_attributes - registrar,_ - all_attributes - _registerArt,_ - all_attributes - federal_state,_ - all_attributes - _registerNummer,_ - all_attributes - native_company_number,_ - all_attributes - registered_office,_ - all_attributes - former_registrar,_ - all_attributes - _registerNummerSuffix,_ - all_attributes - additional_data - AD,_ - all_attributes - additional_data - CD,_ - all_attributes - additional_data - DK,_ - all_attributes - additional_data - HD,_ - all_attributes - additional_data - SI,_ - all_attributes - additional_data - UT,_ - all_attributes - additional_data - VÖ,_ - all_attributes - additional_data - ,_ - all_attributes - additional_data - Note:,_ - officers - _ - name,_ - officers - _ - type,_ - officers - _ - position,_ - officers - _ - start_date,_ - officers - _ - end_date,_ - officers - _ - other_attributes - firstname,_ - officers - _ - other_attributes - lastname,_ - officers - _ - other_attributes - city,_ - officers - _ - other_attributes - dismissed,_ - officers - _ - other_attributes - flag,_ - officers - _ - other_attributes - reference_no,_ - officers - _ - other_attributes - title,_ - officers - _ - other_attributes - maidenname,_ - previous_names - _ - company_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petra Steil,person,Geschäftsführer,,2017-05-08,Petra,Steil,Frankfurt,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellen Morper,person,Prokurist,2018-01-16,,Ellen,Morper,Bad Brückenau,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karl Prinz zu Löwenstein,person,Geschäftsführer,2009-07-17,,Karl,Prinz zu Löwenstein,Brüggen,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petra Steil,person,Geschäftsführer,2006-02-16,,Petra,Steil,Frankfurt,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petra Steil,person,Geschäftsführer,2008-11-13,,Petra,Steil,Frankfurt,,vertretungsberechtigt gemeinsam mit einem anderen Geschäftsführer oder einem Prokuristen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefanie Hündgen,person,Geschäftsführer,2018-01-16,,Stefanie,Hündgen,Mahlow,,mit der Befugnis im Namen der Gesellschaft mit sich als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
MIH Mitteldeutsche Immobilienhandelsfonds Nr. 1 GmbH & Co. KG,2327420,2018-06-22T08:09:44Z,W1215_HRA3217,de/W1215_HRA3217,currently registered,de,Rainstr.,Rainstr.,,,Stendal,HRA,Saxony-Anhalt,3217,Stendal HRA 3217,Halle (Saale),,,true,true,true,false,true,true,true,,,"MIH Mitteldeutsche Immobilienhandelsfonds Verwaltungsgesellschaft mbH, Halle (Saale) (AG Stendal HRB 14481), einzelvertretungsberechtigt",company,Persönlich haftender Gesellschafter,2011-05-19,,,,,,,,,,
Betriebsverwaltungsgesellschaft Radio Hochsauerlandkreis mbH,2327529,2018-06-22T08:11:04Z,R1901_HRB3218,de/R1901_HRB3218,currently registered,de,Steinstr.,Steinstr.,,,Arnsberg,HRB,North Rhine-Westphalia,3218,Arnsberg HRB 3218,Meschede,,,true,true,true,true,true,true,true,,,Markus Doctor Beermann,person,Geschäftsführer,,2009-01-19,Markus,Doctor Beermann,Essen,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ulrich Hölscher,person,Geschäftsführer,,2012-11-16,Ulrich,Hölscher,Essen,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans-Jürgen Weske,person,Prokurist,,2013-06-24,Hans-Jürgen,Weske,Mülheim,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephan Künzer,person,Geschäftsführer,,2013-09-12,Stephan,Künzer,Langenfeld,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Willy Raußmüller,person,Prokurist,,2013-09-12,Willy,Raußmüller,Essen,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karin Hilbert,person,Geschäftsführer,,2014-10-20,Karin,Hilbert,Düsseldorf,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans-Jürgen Weske,person,Geschäftsführer,,2016-08-04,Hans-Jürgen,Weske,Mülheim,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sven Thölen,person,Prokurist,,2016-08-04,Sven,Thölen,Düsseldorf,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Björn Peters,person,Prokurist,2016-08-04,,Björn,Peters,Essen,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karin Hilbert,person,Geschäftsführer,2013-09-12,,Karin,Hilbert,Düsseldorf,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephan Künzer,person,Geschäftsführer,2012-11-16,,Stephan,Künzer,Langenfeld,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sven Thölen,person,Geschäftsführer,2016-08-04,,Sven,Thölen,Düsseldorf,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sven Thölen,person,Prokurist,2013-09-12,,Sven,Thölen,Düsseldorf,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ulrich Hölscher,person,Geschäftsführer,2009-01-19,,Ulrich,Hölscher,Essen,,,,,,
Windpark Inte GmbH & Co. Betriebs-KG,2327722,2018-06-22T08:11:04Z,P3210_HRA3218,de/P3210_HRA3218,removed,de,Elisabethstr.,Elisabethstr.,,,Oldenburg (Oldenburg),HRA,Lower Saxony,3218,Oldenburg (Oldenburg) HRA 3218,Garrel,,,false,true,true,true,false,true,true,,,"Windpark Inte GmbH, Garrel (Amtsgericht Oldenburg HRB 3346), einzelvertretungsberechtigt",company,Liquidator,2012-01-31,,,,,,,,,,
"Günter Brennecke Grundstücks-u. Hypothekenmakler, Inhaber Thorsten Brune",2327804,2018-06-22T08:13:05Z,H1101_H1102_HRA3219,de/H1101_H1102_HRA3219,currently registered,de,Langener Landstr.,Langener Landstr.,,,Bremen,HRA,Bremen,3219,Bremen früher Bremerhaven HRA 3219,Bremerhaven,Bremerhaven,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
MABIS-Industrieservice e.K.,2327862,2018-06-22T08:13:05Z,R3103_HRA3219,de/R3103_HRA3219,currently registered,de,Industriestr.,Industriestr.,,,Düren,HRA,North Rhine-Westphalia,3219,Düren HRA 3219,Aldenhoven,,,true,true,true,false,true,true,true,,,Mario Bremen,person,Inhaber,2012-04-04,,Mario,Bremen,Titz,,,,,,
Schneider Reisen GmbH,2327908,2018-06-22T08:13:05Z,D2910V_HRB3219,de/D2910V_HRB3219,currently registered,de,Johannes-Gutenberg-Str.,Johannes-Gutenberg-Str.,,,Traunstein,HRB,Bavaria,3219,Traunstein HRB 3219,Traunreut,,,true,true,true,true,true,true,true,,,Widmar Schneider,person,Geschäftsführer,,2005-12-23,Widmar,Schneider,Traunreut,true,,,Verkehrsunternehmer,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabine Schneider,person,Geschäftsführer,2005-12-23,,Sabine,Schneider,Traunreut,,sole representation,,,,
f & t Software GmbH,2328034,2018-06-22T08:14:48Z,R2809_HRB3220,de/R2809_HRB3220,currently registered,de,Elsener Str.,Elsener Str.,,,Paderborn,HRB,North Rhine-Westphalia,3220,Paderborn HRB 3220,Paderborn,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
FAHRSCHULE HANSA Inh. Walter Schröder,2328035,2018-06-22T08:14:48Z,H1101_H1102_HRA3220,de/H1101_H1102_HRA3220,currently registered,de,Schillerstr.,Schillerstr.,,,Bremen,HRA,Bremen,3220,Bremen früher Bremerhaven HRA 3220,Bremerhaven,Bremerhaven,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
K & P Arbeitsvermittlung GmbH & Co. KG,2328095,2018-06-22T08:14:48Z,G1207_HRA3220,de/G1207_HRA3220,removed,de,Coppistr.,Coppistr.,,,Frankfurt/Oder,HRA,Brandenburg,3220,Frankfurt/Oder HRA 3220,Eberswalde,,,false,true,true,false,false,true,true,,,"SeBe Gaststätten GmbH, Berlin (Amtsgericht Charlottenburg, HRB 98356 B)",company,Persönlich haftender Gesellschafter,2014-09-19,,,,,,,1,,,
"Hotel ""Deutsches Haus"" Wolfen OHG",2328299,2018-06-22T08:16:12Z,W1215_HRA3221,de/W1215_HRA3221,currently registered,de,Leipziger Str.,Leipziger Str.,,,Stendal,HRA,Saxony-Anhalt,3221,Stendal HRA 3221,Bitterfeld-Wolfen,,,true,true,true,false,true,true,true,,,Christian Brand,person,Persönlich haftender Gesellschafter,2011-05-23,,Christian,Brand,Zörbig,,,,,,
ISG INFORMATIK SERVICE GmbH,2328305,2018-06-22T08:16:12Z,D2910V_HRB3221,de/D2910V_HRB3221,currently registered,de,Eichbichlstr.,Eichbichlstr.,,,Traunstein,HRB,Bavaria,3221,Traunstein HRB 3221,Stephanskirchen,,,true,true,true,true,true,true,true,,,Ulrich Schach,person,Geschäftsführer,,2017-01-09,Ulrich,Schach,Stephanskirchen,true,,,,,ISG INFORMATIK SERVICE GmbH Unternehmensberatung
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johannes Aloysius Weber,person,Geschäftsführer,2017-03-06,,Johannes Aloysius,Weber,Eggstätt,,,,,,"""INFOS INFORMATIK SERVICE GmbH"" (Rosenheim)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Michael Heinold,person,Geschäftsführer,2016-12-06,,Peter Michael,Heinold,Rosenheim,,sole representation,,,,
Kurier-Verlag GmbH,2328322,2018-06-22T08:16:12Z,R1102_HRB3221,de/R1102_HRB3221,currently registered,de,Moselstr.,Moselstr.,,,Neuss,HRB,North Rhine-Westphalia,3221,Neuss HRB 3221,Neuss,,,true,true,true,true,true,true,true,,,Eberhard Hücker,person,Geschäftsführer,,2006-05-09,Eberhard,Hücker,Dormagen,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klaus Overbeck,person,Geschäftsführer,,2007-12-05,Klaus,Overbeck,Bocholt,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eberhard Hücker,person,Geschäftsführer,,2009-10-20,Eberhard,Hücker,Dormagen,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefan Menciotti,person,Prokurist,,2009-10-20,Stefan,Menciotti,Dormagen,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Peter Albert,person,Prokurist,,2010-06-28,Hans Peter,Albert,Neuss,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefan Rinnensland,person,Geschäftsführer,,2011-11-17,Stefan,Rinnensland,Niederkrüchten,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerhard List,person,Prokurist,,2013-08-29,Gerhard,List,Mönchengladbach,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobias Zimmermann,person,Geschäftsführer,,2016-01-25,Tobias,Zimmermann,Stuttgart,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eberhard Hücker,person,Geschäftsführer,2007-12-05,,Eberhard,Hücker,Dormagen,,vertretungsberechtigt gemeinsam mit einem anderen Geschäftsführer oder einem Prokuristen mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerhard List,person,Prokurist,2010-06-28,,Gerhard,List,Mönchengladbach,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klaus Overbeck,person,Geschäftsführer,2006-05-09,,Klaus,Overbeck,Bocholt,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefan Menciotti,person,Geschäftsführer,2009-10-20,,Stefan,Menciotti,Dormagen,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefan Menciotti,person,Prokurist,2005-10-13,,Stefan,Menciotti,Dormagen,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefan Rinnensland,person,Geschäftsführer,2006-06-14,,Stefan,Rinnensland,Niederkrüchten,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Kolmer,person,Prokurist,2013-08-29,,Thomas,Kolmer,Essen,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tobias Zimmermann,person,Geschäftsführer,2013-08-29,,Tobias,Zimmermann,Stuttgart,,,,,,
RDM Schulze GmbH & Co. KG,2328363,2018-06-22T08:16:12Z,G1103_HRA3221,de/G1103_HRA3221,currently registered,de,Harnischdorfer Str.,Harnischdorfer Str.,,,Cottbus,HRA,Brandenburg,3221,Cottbus HRA 3221,Cottbus,,,true,true,true,false,true,true,true,,,"Schulze Verwaltungs GmbH, Cottbus (Amtsgericht Cottbus, HRB 6348 CB)",company,Persönlich haftender Gesellschafter,2016-06-14,,,,,,,1,,,
"W. und H. Weber GmbH, Bedachungsunternehmen",2328405,2018-06-22T08:16:12Z,M1710_HRB3221,de/M1710_HRB3221,currently registered,de,Landfriedstr.,Landfriedstr.,,,Wetzlar,HRB,Hesse,3221,Wetzlar HRB 3221,Dillenburg-Manderbach,,,true,true,true,true,true,true,true,,,Andreas Gugenheimer,person,Geschäftsführer,2015-09-08,,Andreas,Gugenheimer,Haiger,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Weber,person,Geschäftsführer,2015-09-08,,Michael,Weber,Dillenburg,,sole representation,,,,
Albert Schuck GmbH & Co. KG Transport + Logistik,2328428,2018-06-22T08:18:03Z,D4102V_HRA3222,de/D4102V_HRA3222,currently registered,de,Industriestr.,Industriestr.,,,Aschaffenburg,HRA,Bavaria,3222,Aschaffenburg HRA 3222,Stockstadt,,,true,true,true,true,true,true,true,,,Förster Transport GmbH & Co.,company,Persönlich haftender Gesellschafter,,2013-07-17,,,,true,,,,,Albert Schuck GmbH & Co. KG Transportunternehmen
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albert Schuck Geschäftsführungs GmbH, Aschaffenburg (Aschaffenburg HRB 10259), einzelvertretungsberechtigt.",company,Persönlich haftender Gesellschafter,2009-12-29,,,,,,,,,,Albert Schuck KG Transportunternehmen
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Förster Transport GmbH & Co.,company,Persönlich haftender Gesellschafter,2008-04-08,,,,,,,,,,
Altendorfer Holzverarbeitung Hugo Grütering GmbH & Co. KG,2328433,2018-06-22T08:18:03Z,R2507_HRA3222,de/R2507_HRA3222,currently registered,de,Altendorfer Str.,Altendorfer Str.,,,Gelsenkirchen,HRA,North Rhine-Westphalia,3222,Gelsenkirchen HRA 3222,Dorsten,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,Altendorfer Holzverarbeitung Hugo Grütering
Bauwerk GmbH & Co. KG,2328453,2018-06-22T08:18:03Z,D3101V_HRA3222,de/D3101V_HRA3222,currently registered,de,Carl-Zeiss-Str.,Carl-Zeiss-Str.,,,Amberg,HRA,Bavaria,3222,Amberg HRA 3222,Maxhütte-Haidhof,,,true,true,true,false,true,true,true,,,"Bauwerk Verwaltungs GmbH, Maxhütte-Haidhof (Amtsgericht Amberg HRB 5079), einzelvertretungsberechtigt",company,Persönlich haftender Gesellschafter,2012-08-28,,,,,,,,,,
Bermaro GmbH,2328455,2018-06-22T08:18:03Z,D3508V_HRB3222,de/D3508V_HRB3222,currently registered,de,Georg-Stöckel-Str.,Georg-Stöckel-Str.,,,Weiden i. d. OPf.,HRB,Bavaria,3222,Weiden i. d. OPf. HRB 3222,Weiden i. d. OPf.,,,true,true,true,false,true,true,true,,,Bernd Rose,person,Geschäftsführer,,2009-04-06,Bernd,Rose,Weiden i. d,true,,,,,BERMARO-Lackierbedarf GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bernd Rose,person,Geschäftsführer,2007-07-23,,Bernd,Rose,Weiden i. d,,,,,,
BTS Bauträger & Sanierungs Gesellschaft mit beschränkter Haftung,2328464,2018-06-22T08:18:03Z,R2507_HRB3222,de/R2507_HRB3222,removed,de,Hohewardstr.,Hohewardstr.,,,Gelsenkirchen,HRB,North Rhine-Westphalia,3222,Gelsenkirchen HRB 3222,Gelsenkirchen,,,false,true,true,true,false,true,true,,,Wolfgang Kerner,person,Geschäftsführer,,2011-01-06,Wolfgang,Kerner,Gelsenkirchen,true,,,Architekt,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hedwig Jakubczak,person,Geschäftsführer,2011-04-05,,Hedwig,Jakubczak,Herten,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hedwig Jakubczyk,person,Geschäftsführer,2011-01-06,,Hedwig,Jakubczyk,Herten,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siegfried Hegemann,person,Liquidator,2011-05-02,,Siegfried,Hegemann,Gladbeck,,,,,,
"Gewerbepark Lütten-Klein Grundstücksgesellschaft mbH, Rostock",2328517,2018-06-22T08:18:03Z,N1206V_HRB3222,de/N1206V_HRB3222,currently registered,de,"c/o Brinkmann & Partner, Freiligrathstr.",c/o Brinkmann & Partner,Freiligrathstr.,,Rostock,HRB,Mecklenburg-Western Pomerania,3222,Rostock HRB 3222,Rostock,,,true,true,true,true,true,true,true,,,Jörg Heide,person,Geschäftsführer,,2016-06-09,Jörg,Heide,,true,,,,,
"Hotel-Restaurant Kaiserhof, Inhaber Rurbau GmbH",2328540,2018-06-22T08:18:03Z,R3103_HRA3222,de/R3103_HRA3222,currently registered,de,Bahnhofstr.,Bahnhofstr.,,,Düren,HRA,North Rhine-Westphalia,3222,Düren HRA 3222,Jülich,,,true,true,true,false,true,true,true,,,Reinhard Winters,person,Inhaber,,2012-05-09,Reinhard,Winters,Jülich,true,,,,,Hotel-Restaurant Kaiserhof e.K.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reinhard Winters,person,Inhaber,2012-04-17,,Reinhard,Winters,Jülich,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rurbau GmbH, Jülich (Amtsgericht Düren HRB 5213).",company,Inhaber,2012-05-09,,,,,,,,,,
Pecuch Spedition & Logistik Beteiligungsgesellschaft mbH,2328597,2018-06-22T08:18:03Z,R2809_HRB3222,de/R2809_HRB3222,currently registered,de,Industriestr.,Industriestr.,,,Paderborn,HRB,North Rhine-Westphalia,3222,Paderborn HRB 3222,Altenbeken,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
Schinofen emotionales Marketing GmbH,2328622,2018-06-22T08:18:03Z,R1101_HRB3222,de/R1101_HRB3222,removed,de,Oberkasseler Str.,Oberkasseler Str.,,,Düsseldorf,HRB,North Rhine-Westphalia,3222,Düsseldorf HRB 3222,Düsseldorf,,,false,true,true,true,false,true,true,,,Klaus-Jochen Schinofen,person,Liquidator,2010-06-23,,Klaus-Jochen,Schinofen,gen,,,,,,ProMotion Team Schinofen & Partner GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Production Service Agentur für Werbemittelherstellung Gesellschaft mit beschränkter Haftung
SKO Bernd Ruff e.K.,2328627,2018-06-22T08:18:03Z,D4301V_HRA3222,de/D4301V_HRA3222,currently registered,de,Ziegelhüttener Str.,Ziegelhüttener Str.,,,Bayreuth,HRA,Bavaria,3222,Bayreuth HRA 3222,Kulmbach,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
Trills *Discount Märkte Online* e.K.,2328642,2018-06-22T08:18:03Z,G1207_HRA3222,de/G1207_HRA3222,currently registered,de,Friedensstr.,Friedensstr.,,,Frankfurt/Oder,HRA,Brandenburg,3222,Frankfurt/Oder HRA 3222,Küstriner Vorland,,,true,true,true,false,true,true,true,,,Enrico Mario Inhaber:1) Trill,person,Inhaber,2014-09-26,,Enrico Mario,Inhaber:1) Trill,Küstriner Vorland,,,,,,
G.H. Energy GmbH & Co.KG,2328728,2018-06-22T08:19:31Z,N1308V_HRA3223,de/N1308V_HRA3223,currently registered,de,Parkstr.,Parkstr.,,,Schwerin,HRA,Mecklenburg-Western Pomerania,3223,Schwerin HRA 3223,Herzberg,,,true,true,true,false,true,true,true,,,"Gut Herzberg Energy Verwaltungsgesellschaft mbH, Herzberg (AG Schwerin, HRB 10910), mit der Befugnis -auch für jeden Geschäftsführer-, im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen.",company,Persönlich haftender Gesellschafter,2011-08-22,,,,,,,,,,
Egon Heimann GmbH,2328944,2018-06-22T08:20:51Z,D2910V_HRB3224,de/D2910V_HRB3224,currently registered,de,Staudacher Str.,Staudacher Str.,,,Traunstein,HRB,Bavaria,3224,Traunstein HRB 3224,Marquartstein,,,true,true,true,true,true,true,true,,,Herbert Herfeld,person,Prokurist,,2014-12-02,Herbert,Herfeld,Staudach/Egerndach,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egon Heimann,person,Geschäftsführer,,2015-03-30,Egon,Heimann,Marquartstein,true,,,Kaufmann,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lothar Merkle,person,Geschäftsführer,2015-03-30,,Lothar,Merkle,Marquartstein,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Stadler,person,Geschäftsführer,2015-03-30,,Robert,Stadler,Grabenstätt,,sole representation,,,,
Hartmann GmbH & Co. KG,2328980,2018-06-22T08:20:51Z,D3101V_HRA3224,de/D3101V_HRA3224,currently registered,de,Hirschbachstr.,Hirschbachstr.,,,Amberg,HRA,Bavaria,3224,Amberg HRA 3224,Edelsfeld,,,true,true,true,false,true,true,true,,,"Hartmann Verwaltungs GmbH, Edelsfeld (Amtsgericht Amberg HRB 2977).",company,Persönlich haftender Gesellschafter,,2018-06-04,,,,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hartmann Service GmbH, Edelsfeld (Amtsgericht Amberg HRB 5881), einzelvertretungsberechtigt",company,Persönlich haftender Gesellschafter,2018-06-04,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hartmann Verwaltungs GmbH, Edelsfeld (Amtsgericht Amberg HRB 2977), mit der Befugnis - auch für die jeweiligen Geschäftsführer -, im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen.",company,Persönlich haftender Gesellschafter,2012-09-04,,,,,,,,,,
Heinrich Rebbert,2328982,2018-06-22T08:20:51Z,R1901_HRA3224,de/R1901_HRA3224,currently registered,de,Gartenstr.,Gartenstr.,,,Arnsberg,HRA,North Rhine-Westphalia,3224,Arnsberg HRA 3224,Winterberg,,,true,true,true,true,true,true,true,,,Heinz Rebbert,person,Inhaber,,2015-04-16,Heinz,Rebbert,Winterberg,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ursula Rebbert,person,Inhaber,2015-04-16,,Ursula,Rebbert,Winterberg,,,,,,
Intertrade KFM GmbH,2328994,2018-06-22T08:20:51Z,D4501V_HRB3224,de/D4501V_HRB3224,removed,de,Jahnstr.,Jahnstr.,,,Hof,HRB,Bavaria,3224,Hof HRB 3224,Hof,,,false,true,true,true,false,true,true,,,,,,,,,,,,,,,,
Lahn-Apotheke Werner Rünz e.K.,2329018,2018-06-22T08:20:51Z,T2210V_HRA3224,de/T2210V_HRA3224,currently registered,de,Brückenstr.,Brückenstr.,,,Koblenz,HRA,Rhineland-Palatinate,3224,Koblenz HRA 3224,Lahnstein,,,true,true,true,true,true,true,true,,,Marion Schlohsnagel,person,Inhaber,,2009-02-09,Marion,Schlohsnagel,Koblenz,true,,,,,Lahn-Apotheke Dr.rer.nat. Jürgen Gerhardt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Werner Rünz,person,Inhaber,2009-02-09,,Werner,Rünz,Koblenz,,,,,,Lahn-Apotheke Marion Schlohsnagel
Maschinenvertriebsgesellschaft Bruderer mit beschränkter Haftung,2329026,2018-06-22T08:20:51Z,R2402_HRB3224,de/R2402_HRB3224,removed,de,Kieferstr.,Kieferstr.,,,Dortmund,HRB,North Rhine-Westphalia,3224,Dortmund HRB 3224,Dortmund,,,false,true,true,true,false,true,true,,,Adolf Edler von Graeve,person,Geschäftsführer,,2005-01-19,Adolf,Edler von Graeve,Dortmund,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ulrich Schmidt,person,Prokurist,,2005-01-19,Ulrich,Schmidt,Schwelm,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ulrich Schmidt,person,Geschäftsführer,,2010-02-11,Ulrich,Schmidt,Schwelm,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Willenbrink,person,Prokurist,,2010-03-01,Peter,Willenbrink,Hagen,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Jürgen Westrupp,person,Geschäftsführer,,2011-07-04,Hans Jürgen,Westrupp,Paderborn,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Achim Kuhli,person,Geschäftsführer,2011-07-04,,Achim,Kuhli,Heroldsbach,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans Jürgen Westrupp,person,Geschäftsführer,2010-04-28,,Hans Jürgen,Westrupp,Paderborn,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jürgen Westrupp,person,Geschäftsführer,2010-02-11,,Jürgen,Westrupp,Paderborn,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Willenbrink,person,Geschäftsführer,2005-07-08,,Peter,Willenbrink,Hagen,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ulrich Schmidt,person,Geschäftsführer,2005-01-19,,Ulrich,Schmidt,Schwelm,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
Waldeyer GmbH & Co. KG,2329102,2018-06-22T08:20:51Z,R2809_HRA3224,de/R2809_HRA3224,currently registered,de,Industriestr.,Industriestr.,,,Paderborn,HRA,North Rhine-Westphalia,3224,Paderborn HRA 3224,Warburg,,,true,true,true,true,true,true,true,,,"Waldeyer Beteiligungs GmbH, Warburg (Amtsgericht Paderborn HRB 4942).",company,Persönlich haftender Gesellschafter,2017-02-21,,,,,,,,,,Waldeyer Kunststoffbauelemente GmbH & Co. KG
BBC Bayreuth GmbH & Co. KG,2329141,2018-06-22T08:22:09Z,D4301V_HRA3225,de/D4301V_HRA3225,currently registered,de,Brunnenstr.,Brunnenstr.,,,Bayreuth,HRA,Bavaria,3225,Bayreuth HRA 3225,Bayreuth,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
